source_keyword,note_id,type,title,desc,time,last_update_time,time_readable,last_update_time_readable,user_id,nickname,liked_count,collected_count,comment_count,share_count,ip_location,tag_list,crawl_date,note_url
手机上瘾,65e3b1a8000000000b020fe5,normal,戒断手机,"不知道马斯克是不是真的说过这些话，但这绝不是预言而是正在发生的事。前段时间，有几天写东西每天花大量的时间在手机上，然后发现那几天皮肤特别不好，毛孔粗大，黑眼圈严重，我甚至怀疑痘痘下不去因为刷手机的原因。那几天睡眠很差，而且容易莫名焦虑。现在看电影都用投屏，我想试试改善手机病，就刻意延长投影的时间，手机基本不看。
	
然后发现只要不看手机，看一天投屏黑眼圈都没这么重，皮肤状态也稳定了，脑子里没那么多杂念。后来慢慢改成除了写文章和回复必要信息，七点后关机，强制自己远离手机。虽然有时候忍不住会开来看看，但比之前频繁刷手机好太多。持续大概有几天的时间，今天早上起来看到手机居然有种恶心反胃的感觉，对手机有种本能排斥。
	
手机对大脑的损伤是有道理的，我身体比较敏感，刷一会就觉得极度不舒服，人的精气神消耗很严重。我相信上流社会家庭的孩子对手机应该是有严格限制的，电子产品真的会吞噬大脑，丧失敏感度和思考能力。
	
一直想读个心理学学位，迟迟犹豫不决，最大的原因就是需要花大量时间在手机电脑上，我极为不适，还是自己看书吧。奉劝所有长时间刷手机的朋友，试试戒断手机，重新拿起书，对身心绝对有好处。#规律作息[话题]# #读书[话题]# #阅读[话题]# #澳洲[话题]# #布里斯班生活[话题]# #布里斯班[话题]# #重启人生[话题]# #重启人生计划[话题]# #原生家庭[话题]# #原生家庭的伤害[话题]# #惯性思维[话题]# #惯性基因[话题]# #打破焦虑[话题]# #两性关系[话题]# #垃圾关系[话题]# #两性[话题]# #戒掉坏习惯[话题]# #坏习惯[话题]# #头脑认知[话题]# #防沉迷[话题]# #认知觉醒[话题]# #认知觉醒开启自我改变[话题]# #认知觉醒掌控人生[话题]# #女性智慧[话题]# #女性智慧成长[话题]# #认知思维[话题]##戒断手机[话题]# #戒断手机成瘾[话题]# #手机戒断[话题]# #手机戒断反应[话题]# #手机戒断[话题]#",1709420968000,1709420968000,2024-03-03 07:09:28,2024-03-03 07:09:28,59d37b8744363b2629afe1a4,行走的花儿,556,407,19,104,,"规律作息,读书,阅读,澳洲,布里斯班生活,布里斯班,重启人生,重启人生计划,原生家庭,原生家庭的伤害,惯性思维,惯性基因,打破焦虑,两性关系,垃圾关系,两性,戒掉坏习惯,坏习惯,头脑认知,防沉迷,认知觉醒,认知觉醒开启自我改变,认知觉醒掌控人生,女性智慧,女性智慧成长,认知思维,戒断手机,戒断手机成瘾,手机戒断,手机戒断反应",2024-11-17,https://www.xiaohongshu.com/explore/65e3b1a8000000000b020fe5?xsec_token=ABfbMuNhjKiXEontDB_2Gvk28XxIeBcyOfpQwikhdgUlQ=&xsec_source=pc_search
短视频沉迷,668fcfed000000000a007aa4,normal,jiu命❗️短视频正在吃掉你的大脑😱,"长时间刷短视频会让大脑萎缩，思想懒、惰、疲😴
短视频不仅在吃掉我们的大脑还让我们睡觉的时间都不够了😭
.
日常可以用优质内容代替短视频也可以多培养兴趣爱好
方法很多，欢迎姐妹们评论区分享~
.
宝子们，今天你刷短视频了吗?
有孩子的家长们千万别让孩子刷短视频了哦‼️#短视频[话题]# #孩子注意力不集中[话题]# #刷短视频[话题]# #刷短视频停不下来[话题]# #刷短视频危害[话题]# #大脑健康[话题]# #碎片化[话题]# #我的健康生活[话题]# #今日份心情预报[话题]#",1720700910000,1725507499000,2024-07-11 20:28:30,2024-09-05 11:38:19,63463a3e000000001901fc4c,斛崽说养生,91,98,3,106,,"短视频,孩子注意力不集中,刷短视频,刷短视频停不下来,刷短视频危害,大脑健康,碎片化,我的健康生活,今日份心情预报",2024-11-25,https://www.xiaohongshu.com/explore/668fcfed000000000a007aa4?xsec_token=ABtjIo4QzvgBU3_M8fJOTFcjbxIS3bHRCMrEJkx1wM7I0=&xsec_source=pc_search
放下手机,672b09b2000000003c019305,normal,OPPO findx8真的没人用吗？为什么出门一看个,个也看不到#数码科技[话题]# #OPPOfindx8[话题]##OPPOfindx8钢化膜[话题]# #OPPOfindx8镜头膜[话题]# #镜头膜[话题]# #钢化膜[话题]#,1730873778000,1730873779000,2024-11-06 14:16:18,2024-11-06 14:16:19,65f6636d000000000b00fa48,零碎小雨,172,27,501,12,广东,"数码科技,OPPOfindx8,OPPOfindx8钢化膜,OPPOfindx8镜头膜,镜头膜,钢化膜",2024-11-21,https://www.xiaohongshu.com/explore/672b09b2000000003c019305?xsec_token=ABMjAthLQJHBluHVFVp_nOy0pLXEjUn8HMreBxnEaQk7Q=&xsec_source=pc_search
短视频沉迷,66adbf28000000000901549a,normal,人是怎么废掉的？,长时间盯着一些事物就会变废，尤其是手机里的各种诱惑——游戏、短视频、小说……要把视野从这些地方移开，去做些不一样的事情。#认知思维[话题]# #人生忠告[话题]# #思维格局[话题]# #人生经验[话题]# #深度思考[话题]# #人生感悟[话题]# #个人成长[话题]#,1722662696000,1722662697000,2024-08-03 13:24:56,2024-08-03 13:24:57,669a0517000000000b0321ba,招招,783,560,37,58,,"认知思维,人生忠告,思维格局,人生经验,深度思考,人生感悟,个人成长",2024-11-25,https://www.xiaohongshu.com/explore/66adbf28000000000901549a?xsec_token=ABpuhsQ2G0wnKiOlT8a9Q0JKhD_VEzGKXKKQOyT8X6d1A=&xsec_source=pc_search
手机依赖症,65b721f1000000001100beb0,video,戒网手机又多了一台😂,"全键盘+电子墨水屏+极简功能+超强续航=The Minimal Phone。[自拍R]
这款手机搭载安卓定制的 MinimalOS 系统，4000mAh 电池可提供4天左右的续航，基本上不用盯着充电问题了。
现在智能手机越做越无趣，来点新鲜花样也挺好的，连网站交互都做得这么有意思[斜眼R]
	
#备用机[话题]# #安卓备用机[话题]# #玩机攻略[话题]# #数码好物分享[话题]# #一起聊数码[话题]# #极简手机[话题]# #极简[话题]# #断网[话题]#",1706500593000,1706500593000,2024-01-29 11:56:33,2024-01-29 11:56:33,5575416c0bf90c426cc75c1c,marcotion,985,622,90,86,,"备用机,安卓备用机,玩机攻略,数码好物分享,一起聊数码,极简手机,极简,断网",2024-11-20,https://www.xiaohongshu.com/explore/65b721f1000000001100beb0?xsec_token=ABid4sqJJdyEtsm_XXxiWdOoVEgZVHiH5AuID5n7izWT0=&xsec_source=pc_search
手机沉迷,675652840000000002034344,video,学习是反性的，但游戏不是，你会给孩子手机吗？#沉迷手机[话题]# #家长必读[话题]# #孩子沉迷手机怎么办[话题]# #人工智能[话题]# #璧山[话题]#,学习是反性的，但游戏不是，你会给孩子手机吗？#沉迷手机[话题]# #家长必读[话题]# #孩子沉迷手机怎么办[话题]# #人工智能[话题]# #璧山[话题]#,1733710468000,1733710469000,2024-12-09 10:14:28,2024-12-09 10:14:29,638c4db4000000001f016c6c,最初的梦想,1,1,0,0,重庆,"沉迷手机,家长必读,孩子沉迷手机怎么办,人工智能,璧山",2024-12-10,https://www.xiaohongshu.com/explore/675652840000000002034344?xsec_token=AB5Fwwfg1Ov2I8xHXYE_rFaDTuxDKZgkiJkrz8_bJxIsk=&xsec_source=pc_search
断网,66cc5971000000001f03bcbd,normal,倒腾半天 原来都断网了,坐标宝山 突然断网了，立马打开某宝看看缴费情况，付了……然后wifi 重启，还是不行，打电话报修也打不通……[失望R][失望R]然后，得知，不止我家断网了，原来全上海一起断网[汗颜R][汗颜R]这是什么情况😳惊呆中！#断网[话题]# #上海电信宽带[话题]# #没有wifi怎么活[话题]##宝山[话题]#,1724668273000,1724671253000,2024-08-26 18:31:13,2024-08-26 19:20:53,54e56de02e1d934138a115b5,Dorothea桃子（会发光版👑）,3,0,38,8,,"断网,上海电信宽带,没有wifi怎么活,宝山",2024-11-22,https://www.xiaohongshu.com/explore/66cc5971000000001f03bcbd?xsec_token=AB90Oetm5Mke6p9k69mDSD9iOgsoYz48yBDbEImsJdEg8=&xsec_source=pc_search
断网生活,65f140d100000000120210ce,video,求大神科普这个长镜头怎么拍的？,"不得不佩服《断网假期》的镜头都拍的非常华丽，
开头这个长镜头看完，就没太懂是怎么一个拍的，
有哪位大神给我科普一下吗？
#断网假期[话题]#  #世界末日[话题]#  #科普[话题]#  #电影[话题]#  #电影推荐[话题]#  #长镜头[话题]#  #一镜到底[话题]#  #机械臂[话题]#",1710309585000,1710309585000,2024-03-13 13:59:45,2024-03-13 13:59:45,5b612650f7e8b97e26f85463,就吃鱼鱼就吃鱼,14,2,4,0,,"断网假期,世界末日,科普,电影,电影推荐,长镜头,一镜到底,机械臂",2024-12-03,https://www.xiaohongshu.com/explore/65f140d100000000120210ce?xsec_token=AByFQs6nEQdNPxDIwvBji-3Dz6aoEu3ft4NvRZINfPMSw=&xsec_source=pc_search
短视频沉迷,65e59be8000000000102bb90,normal,短视频博主会让孩子玩手机吗,papi酱给出了答案：她也会和很多家长一样限制孩子沉迷短视频，但是她和老公会约定好不会在孩子面前看短视频，甚至连家里的电视都卖了[笑哭R]所以说家长要做到以身作则，自己都戒不掉手机怎么去教育孩子#综艺[话题]# #papi酱[话题]# #娱乐资讯[话题]#,1709546472000,1709546949000,2024-03-04 18:01:12,2024-03-04 18:09:09,60bf62420000000001000ba4,vv追娱日记,10,2,1,8,,"综艺,papi酱,娱乐资讯",2024-11-25,https://www.xiaohongshu.com/explore/65e59be8000000000102bb90?xsec_token=ABM5l9TTaSOqdr6_NMIHhX_aDjV6Qle0B3VbQQb-x-Ies=&xsec_source=pc_search
手机上瘾,65f59371000000001203309a,normal,家里老人沉迷于手机变成了这样！,"随着信息技术的不断发展，网络普及到各家各户，七八十岁的老年人也是一人一部手机。没想到的是，这些老人竟然比年轻人更沉迷于网络[吃瓜R][吃瓜R][吃瓜R]，之前不玩原来是因为没有啊[萌萌哒R][萌萌哒R]
今年过年回家，你们家的老人上瘾了吗[偷笑R]
#热门[话题]# #沉迷于手机[话题]# #老年人沉迷手机[话题]# #老年人沉迷网络[话题]# #手机[话题]# #老年人[话题]# #今日分享[话题]#",1710592882000,1710592882000,2024-03-16 20:41:22,2024-03-16 20:41:22,65239b90000000002b0028b9,是小桃🍑,1019,124,365,122,,"热门,沉迷于手机,老年人沉迷手机,老年人沉迷网络,手机,老年人,今日分享",2024-11-17,https://www.xiaohongshu.com/explore/65f59371000000001203309a?xsec_token=AB1w_0wdCydvkU2iYQTSNj0xMd9SZuUcbn0SpsxOyUKjQ=&xsec_source=pc_search
放下手机,65e9a8100000000004001397,normal,INTJ下班后快速恢复能量指南,"1.回家独处，自己在房间里安静呆一会，躺着，坐着，怎么舒服怎么来。
[彩虹R]
2.找一条人少的路，自己溜达溜达，感受微风，阳光和脚下的路
[彩虹R]
3.放下手机，不看任何工作消息，从工作氛围中抽离出来。地球没了谁都会转，公司没了你一样运转，下班了就彻底放松
[彩虹R]
4.认认真真给自己做一顿饭，专注于每一次下刀的感觉，在做饭中找到生活的可控感
[彩虹R]
5.把今日的烦恼写到一张纸上，然后卷起来，扔进垃圾桶
[彩虹R]
6.打理花草，给花浇水，修剪枝叶，专注这个过程慢慢放松下来，多与植物相处，就会获得大自然的能量
[彩虹R]
7.慢跑，仔细感受拂过脸的微风和自己的心跳。
[彩虹R]
8.专心地洗个热水澡，感受一下当下的细微的感受，特别是热水洒在身上那种温暖湿润的感觉。
[彩虹R]
9.读书：安安静静坐下来读一本书，吸取巨人的精华，内心会充盈加倍。也更能从容面对各种问题
[彩虹R]
10.实在负能量爆棚的话，也可以适当发泄发泄，但要找到合适的发泄出口。
#intj[话题]# #INTJ女[话题]# #intj精神世界[话题]# #重新养一遍自己[话题]# #隔离班味计划[话题]# #intj性格[话题]# #mbti[话题]# #mbti开大会[话题]# #笔记灵感[话题]# @心理薯 #mbti十六型人格[话题]#",1709811728000,1709811729000,2024-03-07 19:42:08,2024-03-07 19:42:09,6433e2db000000000d01b07f,王多余(intj版),3501,1126,186,78,,"intj,INTJ女,intj精神世界,重新养一遍自己,隔离班味计划,intj性格,mbti,mbti开大会,笔记灵感,mbti十六型人格",2024-11-22,https://www.xiaohongshu.com/explore/65e9a8100000000004001397?xsec_token=ABc20Gy8zcE1afF0hnQGDgJdKo11PtieElBO3w574xhUw=&xsec_source=pc_search
放下手机,6634c350000000001e02ea25,normal,女生戒掉手机做这6件事甩开同龄人,"[彩虹R]姐妹们，别再沉迷短视频了
[彩虹R]尝试做这 6 件事，让你超越同龄人。
	
[向右R]下班后沉迷手机，终日无所事事，
时光悄然流逝，何其浪费！
	
[派对R]若想改变现状、充实自我，
就必须舍得投入时间来提升自己。
	
[得意R]有志向、爱学习的姐妹们，别再虚度光阴。
	
[加油R]万事开头难，但坚持就是胜利，让我们共同努力！
#认知思维[话题]# #女性成长[话题]# #女生必看[话题]# #自我成长[话题]# #个人成长[话题]# #学习日常[话题]# #人文薯[话题]#",1714733904000,1714733905000,2024-05-03 18:58:24,2024-05-03 18:58:25,626219c0000000001000cfb1,俪园在读书,9,14,0,3,,"认知思维,女性成长,女生必看,自我成长,个人成长,学习日常,人文薯",2024-12-17,https://www.xiaohongshu.com/explore/6634c350000000001e02ea25?xsec_token=ABspzIaI_UlhhOoUtM-KeOfF1dgCq8pwsHrdtWUPQOEds=&xsec_source=pc_search
老年机,65c4ab1c000000002c03693a,video,你，有多久没去看姥姥了？,"“姥姥是小气鬼”
“算了，我要姥姥长命百岁”
本期内容有点长，
但希望大家都能认真的看完
趁着过年期间，
好好陪伴家里的老人
给他们多一点关心与关爱
#老年机[话题]#  #老人机[话题]#
#过年[话题]#  #年味就是家的味道[话题]#
#除夕快乐[话题]#  #关爱老年人[话题]#
#陪伴[话题]#  #人老了[话题]#",1707391203000,1707387676000,2024-02-08 19:20:03,2024-02-08 18:21:16,572c0cbd5e87e70c4bf3fd56,老爸评测,1502,233,96,33,,"老年机,老人机,过年,年味就是家的味道,除夕快乐,关爱老年人,陪伴,人老了",2024-11-22,https://www.xiaohongshu.com/explore/65c4ab1c000000002c03693a?xsec_token=ABW8HMBWARCin8ngfFbOGnpaj_0ZOnMl0tup47fF2jKL4=&xsec_source=pc_search
数字排毒,673c4606000000000702beac,normal,数字检察模型请尽情轰炸我,被领导逼疯了，要完成数字检察任务，有没有容易成案的模型啊，快来轰炸我吧啊啊啊啊啊啊啊啊！！！#数字检察[话题]# #数字检察建模[话题]# #检察[话题]#,1732003334000,1732003335000,2024-11-19 16:02:14,2024-11-19 16:02:15,5aaf7ecb11be101453b62ed0,自我投资不止步,177,232,406,178,河南,"数字检察,数字检察建模,检察",2024-11-22,https://www.xiaohongshu.com/explore/673c4606000000000702beac?xsec_token=ABO0zjwP1qYDQ20VR8kqaUTIEuz7wDqaiY7VICvXgn1fg=&xsec_source=pc_search
沉迷手机,66b2e54500000000050396c9,normal,不敢想象拥有大屏后我的工作生活有多爽！！,"[自拍R]日常会议记笔记，手机屏幕总是不够开阔
[偷笑R]自从用了折叠屏荣耀magic V3，笔记效率蹭蹭提升，太棒了！[哇R]
#荣耀magicv3[话题]# #折叠屏手机[话题]#",1723000133000,1723000133000,2024-08-07 11:08:53,2024-08-07 11:08:53,6503e5550000000012005b16,微笑多一点,124,54,8,10,,"荣耀magicv3,折叠屏手机",2024-11-21,https://www.xiaohongshu.com/explore/66b2e54500000000050396c9?xsec_token=ABAcFfP5PdAOUR5uK_3Q6Lm39BwBNNOSu5AkvAFse2_hY=&xsec_source=pc_search
手机上瘾,66d57a51000000001d0143ed,video,精神科肖春玲：抑郁症患者为什么不停地玩手机 #北京精神科[话题]#  #抑郁症[话题]#  #精神科医生[话题]#,精神科肖春玲：抑郁症患者为什么不停地玩手机 #北京精神科[话题]#  #抑郁症[话题]#  #精神科医生[话题]#,1725321679000,1725266514000,2024-09-03 08:01:19,2024-09-02 16:41:54,65a8e5b80000000007011aa4,北京精神科肖春玲,4123,2145,286,1014,,"北京精神科,抑郁症,精神科医生",2024-11-17,https://www.xiaohongshu.com/explore/66d57a51000000001d0143ed?xsec_token=ABnYaY8dv_Jre_4-REKvCV9O3W8GxRcefxtS2C_hSQZRQ=&xsec_source=pc_search
断网生活,66c5b30e000000001f018606,normal,对抗 沮丧的世界，好像环保可以,#躲进书里过夏天[话题]# #读书推荐[话题]# #环保[话题]# #可持续生活[话题]# #守护深蓝闪光加1[话题]#,1724232462000,1724232463000,2024-08-21 17:27:42,2024-08-21 17:27:43,55502cd84fac631c2d62fbd1,一个袋子_,524,55,40,10,,"躲进书里过夏天,读书推荐,环保,可持续生活,守护深蓝闪光加1",2024-12-03,https://www.xiaohongshu.com/explore/66c5b30e000000001f018606?xsec_token=ABz2PLjZJG8_UXlEfxlzKRQl8gx1GYA2zvu02us0nPXQU=&xsec_source=pc_search
短视频沉迷,6627bbe0000000000401bb2d,normal,青春期孩子迷上短视频，6个方法放下手机,#亲子沟通[话题]# #家庭教育[话题]# #青春期教育[话题]# #父母必读[话题]##沉迷手机[话题]#,1713880032000,1713880032000,2024-04-23 21:47:12,2024-04-23 21:47:12,5b76ce1aafee9300019a094d,扉棱的青春期指导,37,48,1,22,,"亲子沟通,家庭教育,青春期教育,父母必读,沉迷手机",2024-11-25,https://www.xiaohongshu.com/explore/6627bbe0000000000401bb2d?xsec_token=ABROXOedABcPM5Ad45Dc1jglNlTcem5dJ75Q2QcrI7xek=&xsec_source=pc_search
断网,671bfa0a00000000160210c4,normal,气死啦气死啦 🇳🇱花5欧买了1G流量,"公寓断网又流量告急时候的精神状态真的极度不稳定
气死了气死了
	
发了一篇小红书消耗快200M流量更气了
一周断好几次网 @THE FIZZ 能不能管管啊
本来传数据就慢还断网
	
然后又在想为什么一定要玩手机为什么不能去睡觉或者收拾收拾房间[哭惹R][哭惹R][哭惹R]
怎么才能学会平和一点
	
#荷兰生活[话题]# #读博日常[话题]#",1729886730000,1729887345000,2024-10-26 04:05:30,2024-10-26 04:15:45,5ff110e0000000000100216f,想拥有一个小花圃💐,4,0,0,0,荷兰,"荷兰生活,读博日常",2024-11-22,https://www.xiaohongshu.com/explore/671bfa0a00000000160210c4?xsec_token=AB-gRAW5GDPLPA6Nh9SlClzqMqSOEuN9fBQZ-LRR2ccA0=&xsec_source=pc_search
手机上瘾,65f449720000000012034cb0,normal,极简习惯08｜2️⃣个设置，无痛戒手机（附教程）,"你是不是也手机成瘾
特别是晚上根本舍不得睡
刷短视频，短剧，一晃就几个小时
明明知道明天要上班得早点睡
可就是放不下手机[捂脸R][捂脸R]
	
于是，我给手机做了2个设置
	
⌨️手机设置成黑白屏
⌨️App 设置每天限时
神奇的是真的没有刷下去的欲望了[偷笑R][偷笑R]
	
我是@长腿麦迪 ，关注我，一起简法生活！
这两个设置，你学会了吗？评论区告诉我[飞吻R]
#戒手机[话题]#
#极简[话题]#
#极简主义[话题]#
#自律[话题]#
#精简生活[话题]#
#实用小技巧[话题]#
#iphone小技巧[话题]#",1710508403000,1710512178000,2024-03-15 21:13:23,2024-03-15 22:16:18,6004f355000000000100688a,长腿麦迪,99,69,0,13,,"戒手机,极简,极简主义,自律,精简生活,实用小技巧,iphone小技巧",2024-11-17,https://www.xiaohongshu.com/explore/65f449720000000012034cb0?xsec_token=ABdY3ewshKN-qN0vCstQxEJs6caC0jY_BujhbAGlXx8dM=&xsec_source=pc_search
屏幕时间,673901790000000019018e9c,normal,小米屏幕时间管理我恨你,"设置了两点手机不可用，大半夜睡不着写写日记，写了几百字，切出去确认事情，自动清后台了。回来发现日记没了，行，我重新写。写了一千来字，连续使用时间限制到了，又给我清后台了[生气R][生气R][生气R][生气R]怒了
这功能还有好多bug，限制使用时段还能用小红书（我有给小红书开限制，就是bug）、没限制微信但微信本体锁了微信分身没锁#屏幕使用时间[话题]# #小米[话题]# #小米手机[话题]#",1731789177000,1731789177000,2024-11-17 04:32:57,2024-11-17 04:32:57,6279e7090000000021021279,冷脸洗内裤,2,0,0,0,浙江,"屏幕使用时间,小米,小米手机",2024-11-25,https://www.xiaohongshu.com/explore/673901790000000019018e9c?xsec_token=ABqIWXBEcIkGG4dGjVrhbN2Jf-MFgMXX4c1Sfd2roEhag=&xsec_source=pc_search
断网,6734e9aa000000003c01ae9a,normal,你敢相信吗？ 爱立信断网，真的笑死了,你敢相信吗？ 瑞典爱立信今天全公司，所有的楼，真的，整个区域所有的办公楼！都断网了！ 所有人都上不了网！！！ 爱立信 [赞R],1731520938000,1731520938000,2024-11-14 02:02:18,2024-11-14 02:02:18,62f63cea000000001f0173b6,青黛又在干嘛,12,3,26,37,瑞典,,2024-11-22,https://www.xiaohongshu.com/explore/6734e9aa000000003c01ae9a?xsec_token=AB-NefTWq6QehXglutnULnI9_PFP54Qz8XQaMFB5F3ECQ=&xsec_source=pc_search
手机依赖症,66eee055000000001e01bd29,normal,📱手机成瘾？你已被绑架，快来解锁自由,"嗨，你此刻正在玩手机吗？
今天心量就和大家一起来聊聊那个让你爱不释手、比男/女朋友还亲的小玩意儿——手机！
😆 是的，手机成瘾已经悄悄成为现代人的新“病”，症状包括但不限于：吃饭看、走路看、上厕所也不放过！😂
为啥我们对它如此痴迷？其实啊，无非是那些APP太懂你，让你刷得停不下来！
但别怕，戒“机”有招！从设定小目标开始，比如每天少刷一小时，用来看书、健身或和朋友面对面聊天，你会发现生活原来可以更精彩！💪
来，和我一起，做个“机”智的人，告别手机成瘾，拥抱真实世界吧！🌈
#学点儿心理学[话题]# #手机成瘾[话题]# #手机成瘾问题解决[话题]# #手机成瘾危害[话题]# #手机成瘾怎么戒[话题]# #家庭教育[话题]# #释放压力焦虑[话题]# #孩子沉迷手机[话题]# #心量教育科技[话题]# #学生心理评测专家[话题]#",1726931029000,1726931029000,2024-09-21 23:03:49,2024-09-21 23:03:49,63f64e7c000000000f011e91,心量教育科技,3,0,0,0,,"学点儿心理学,手机成瘾,手机成瘾问题解决,手机成瘾危害,手机成瘾怎么戒,家庭教育,释放压力焦虑,孩子沉迷手机,心量教育科技,学生心理评测专家",2024-11-20,https://www.xiaohongshu.com/explore/66eee055000000001e01bd29?xsec_token=ABTv57TuXfNqS4hVcoLqP9uDsJLDgoMCV_lgP2w2pfwUE=&xsec_source=pc_search
手机上瘾,66ab55410000000009015404,normal,替大家试过了，何同学的戒手机方法真的有用,"近期在研读沉思录，突然闪过不能做手机的奴隶[捂脸R]
立马寻找方法，去搜索了小破站，找到何同学
	
看完以后我发现有其中方法2和3尝试过都不行
这里简述视频中5个方法，蕞有效的是方法5
方法1：换个小屏幕手机
方法2：为个别你希望少使用的app设置限额
方法3：为全部app设置总使用时间限额
方法4：将手机颜色设置成黑白
方法5：使用时间锁+手机屏保3问
3问：你为什么打开手机，你需要多长时间，你还能做什么？
我已经在实验的第二天了，7月31日是实验的day1，手机屏幕使用时间骤降一半！
	
[萌萌哒R]有点开心的分割线——
	
对比使用情况可以见图P4-P5，由日均10小时下降至5小时[害羞R]
补充一点：
关于使用手机的思维，何同学提到一个很好的点，就是我们如果认为是玩手机，那么在戒手机的过程，就需要花很大的意志力去抵抗
	
而如果我们是使用手机的角度去看，会少去很多和意志力抵抗的消耗
	
由于方法5是开发的app目前仅适用安卓😭，所以我灵活调整了一下，每次确定要打开前，都会先设置闹钟，加上自制三问壁纸来配合，效果也是不错的！
	
我会一直践行，希望在长期的坚持下，逐渐做到不需要硬控也可以自控的使用手机
	
#更好的自己[话题]# #戒手机瘾[话题]# #自控力[话题]# #当代读书人[话题]# #戒断手机[话题]# #个人成长笔记[话题]# #时间管理[话题]# #精力管理[话题]#",1722517252000,1722504514000,2024-08-01 21:00:52,2024-08-01 17:28:34,65d08286000000000401cb60,乔乔的日记本,371,278,14,15,,"更好的自己,戒手机瘾,自控力,当代读书人,戒断手机,个人成长笔记,时间管理,精力管理",2024-11-17,https://www.xiaohongshu.com/explore/66ab55410000000009015404?xsec_token=AB0H1VUgBtKHFl7Jkk7CiPquFt22sOKM6S7xfow3NTz3E=&xsec_source=pc_search
手机上瘾,634c04020000000007015ed9,normal,长时间玩手机真的会让人变傻！,我属于闲着的时候能抱着手机一天不放 看vlog 穿搭 抖音美女 一看看一天；今天下午睡午觉之前看了两个小时 睡完午觉之后又看了两个小时 看的头昏脑胀的 然后起来做题 我发现我脑子好像不转了 之前会的题也解不出来 我……#长时间躺在床上玩手机[话题]# #戒掉手机瘾[话题]#,1665926146000,1665926146000,2022-10-16 21:15:46,2022-10-16 21:15:46,5e016ffc000000000100aa96,F💫,284,103,20,30,,"长时间躺在床上玩手机,戒掉手机瘾",2024-11-17,https://www.xiaohongshu.com/explore/634c04020000000007015ed9?xsec_token=ABttqC2AJ_FJg5AbXMKtkghwAhgOA-HNKnfck0iTyXnXY=&xsec_source=pc_search
手机依赖症,667b9303000000001f0071f8,normal,想戒手机？LightPhone III将于25年1月份开售,"2018年发布的#lightphone[话题]# 2 主打一个告别现代社会的反智能，不管是设计风格还是系统功能，都可以说是相当的禁欲系了。
时隔 6 年新款#LightPhone3[话题]# 发布没有刘海，没有竖排双摄更没有千篇一率。
Light PhoneIII 采用一块 3.92 英寸 #AMOLED[话题]# 黑白屏幕1080 x 1240 分辨率上一代的是 2.84 英寸 480 x 600大了不少，依然还算是小屏党采用哑光玻璃，在户外使用时可以防止眩光不过护眼效果肯定是比不上墨水屏优势嘛，刷新率60Hz ，刷起来比上一代墨水屏高不少Light Phone III 采用铝制机身工业设计满分，纯直男癌设计注意看机身左侧有一个滚轮滚动呢，可调节屏幕亮度按压呢，能打开 LED 手电筒机身右侧有个实体拍照按键有点类似诺基亚 Lumia 的拍照按键设计采用两段式触发第一段是对焦，第二段是拍照搭载高通骁龙 4 Gen 2（SM4450）处理器额，我找了个 4 Gen 2 的手机跑了下分支持 5G配备 6GB 内存 + 128GB 存储前置 8MP 摄像头， 后置 50MP 摄像头，它的这个相机倒是能够记录色彩信息。但是屏幕只显示黑白所以要传到其他设备上才可以查看彩色照片。配备了USB 2.0 接口内置 1800mAh 电池，注意它最先进的地方在这里它的后盖螺丝可以拆卸也就是说，它的电池可以直接更换先进，非常的先进支持指纹识别，采用 IP54 防水防尘没有 3.5mm 耳机插孔，支持双 SIM 卡（ eSIM 和 nano SIM 卡插槽）三维尺寸为 106 x 72 x 12mm，重 124g轻薄算是它这几代一贯的优点至于操作系统，运行 LightOS 的简易操作系统附带一组基本功能（闹钟、计算器、日历、文件、导航、热点、音乐、笔记 / 语音备忘录、播客、定时器、电话、短信等）。于2025 年 1 月开始发货，这玩意的特点呢，就是- 不能玩社交媒体- 不能发邮件- 不会让你迷失在无尽的信息流里- 没法偷你数据再卖掉- 不会抢走你孩子的注意力它主打的人群就是想远离互联网、戒手机成瘾的人但是仔细想想吧实际上所有的智能手机都可以变成 Light Phone说白了就是一个超级省电模式和禅定模式的结合体但这个配置，这个价格放在国内大家估计都会把它智商税吧。#反智能手机[话题]#",1719374595000,1719374595000,2024-06-26 12:03:15,2024-06-26 12:03:15,555b2bc7e58d130f4ed7265e,Lofe,260,152,34,37,,"lightphone,LightPhone3,AMOLED,反智能手机",2024-11-20,https://www.xiaohongshu.com/explore/667b9303000000001f0071f8?xsec_token=ABfyfq5AkKo0ipi2noUt8nTkFKHXXTq-5HZXPDzNrBRo8=&xsec_source=pc_search
短视频沉迷,6592b895000000000f011da7,video,你的大脑是如何被短视频改变的,,1704114325000,1704114326000,2024-01-01 21:05:25,2024-01-01 21:05:26,65448b7c0000000004008e55,有趣的冷知识,88,90,0,165,,,2024-11-25,https://www.xiaohongshu.com/explore/6592b895000000000f011da7?xsec_token=ABsrfBM-f_irt7ewZqwSTDk-xcmpkRqnLPuy53vEcmZjY=&xsec_source=pc_search
